score_margin_hma,total_points,spread_hma,spread_hma_adjusted,delta_marg2spread,Rk_hma,G_hma,PF_hma,Yds_hma,Ply_hma,Y/P_hma,TO_hma,FL_hma,1stD_hma,Cmp_hma,Att_hma,Yds.1_hma,TD_hma,Int_hma,NY/A_hma,1stD.1_hma,Att.1_hma,Yds.2_hma,TD.1_hma,Y/A_hma,1stD.2_hma,Pen_hma,Yds.3_hma,1stPy_hma,Sc%_hma,TO%_hma,EXP_hma,Rk_po_hma,G_po_hma,Cmp_po_hma,Att_po_hma,Cmp%_hma,Yds_po_hma,TD_po_hma,TD%_hma,Int_po_hma,Int%_hma,Lng_hma,Y/A_po_hma,AY/A_hma,Y/C_hma,Y/G_hma,Rate_hma,Sk_hma,Yds.1_po_hma,NY/A_po_hma,ANY/A_hma,Sk%_hma,4QC_hma,GWD_hma,EXP_po_hma,Rk_hma,G_hma,Att_hma,Yds_hma,TD_hma,Lng_ro_hma,Y/A_hma,Y/G_ro_hma,Fmb_hma,EXP_hma,Rk_ret_hma,G_ret_hma,Ret_hma,Yds_ret_hma,TD_ret_hma,Lng_hma,Y/R_hma,Rt_hma,Yds.1_hma,TD.1_ret_hma,Lng.1_hma,Y/Rt_hma,APYd_hma,Rk_hma,G_hma,FGA_hma,FGM_hma,FGA.1_hma,FGM.1_hma,FGA.2_hma,FGM.2_hma,FGA.3_hma,FGM.3_hma,FGA.4_hma,FGM.4_hma,FGA.5_hma,FGM.5_hma,Lng_kp_hma,FG%_hma,XPA_hma,XPM_hma,XP%_hma,KO_hma,KOYds_hma,TB_hma,TB%_hma,KOAvg_hma,Pnt_hma,Yds_hma,Lng.1_kp_hma,Blck_hma,Y/P_kp_hma,Rk_oconv_hma,G_oconv_hma,3DAtt_hma,3DConv_hma,3D%_hma,4DAtt_hma,4DConv_hma,4D%_hma,RZAtt_hma,RZTD_hma,RZPct_hma,Rk_hma,G_hma,#Dr_hma,Plays_hma,Sc%_odriv_hma,TO%_odriv_hma,Plays.1_hma,Yds_odriv_hma,Time_hma,Pts_hma,Rk_td_hma,G_td_hma,PF_td_hma,Yds_hma,Ply_td_hma,Y/P_hma,TO_td_hma,FL_td_hma,1stD_td_hma,Cmp_hma,Att_td_hma,Yds.1_td_hma,TD_hma,Int_hma,NY/A_hma,1stD.1_td_hma,Att.1_td_hma,Yds.2_td_hma,TD.1_hma,Y/A_td_hma,1stD.2_td_hma,Pen_td_hma,Yds.3_td_hma,1stPy_td_hma,Sc%_hma,TO%_hma,EXP_td_hma,G_hma,Att_hma,Cmp_ad_hma,Yds_ad_hma,TD_ad_hma,DADOT_hma,Air_hma,YAC_hma,Bltz_hma,Bltz%_hma,Hrry_hma,Hrry%_hma,QBKD_hma,QBKD%_hma,Sk_ad_hma,Prss_hma,Prss%_hma,MTkl_hma,Rk_hma,G_pd_hma,Cmp_hma,Att_pd_hma,Cmp%_pd_hma,Yds_hma,TD_hma,TD%_pd_hma,Int_pd_hma,PD_hma,Int%_pd_hma,Y/A_hma,AY/A_pd_hma,Y/C_pd_hma,Y/G_hma,Rate_pd_hma,Sk_hma,Yds.1_hma,QBHits_hma,TFL_hma,NY/A_pd_hma,ANY/A_pd_hma,Sk%_pd_hma,EXP_hma,Rk_rd_hma,G_hma,Att_hma,Yds_rd_hma,TD_rd_hma,Y/A_rd_hma,Y/G_rd_hma,EXP_rd_hma,Rk_hma,G_retd_hma,Ret_retd_hma,Yds_hma,TD_hma,Y/R_retd_hma,Rt_retd_hma,Yds.1_retd_hma,TD.1_retd_hma,Y/Rt_retd_hma,Rk_kpd_hma,G_hma,FGA_kpd_hma,FGM_kpd_hma,FG%_kpd_hma,XPA_kpd_hma,XPM_kpd_hma,XP%_kpd_hma,Pnt_kpd_hma,Yds_kpd_hma,Blck_kpd_hma,Y/P_kpd_hma,Rk_hma,G_dconv_hma,3DAtt_dconv_hma,3DConv_dconv_hma,3D%_dconv_hma,4DAtt_dconv_hma,4DConv_dconv_hma,4D%_dconv_hma,RZAtt_dconv_hma,RZTD_dconv_hma,RZPct_dconv_hma,Rk_ddriv_hma,G_hma,#Dr_ddriv_hma,Plays_ddriv_hma,Sc%_ddriv_hma,TO%_ddriv_hma,Plays.1_ddriv_hma,Yds_hma,Time_ddriv_hma,Pts_ddriv_hma
3,51,-7,7,4,-7,0,50,294,2,0.2,7,7,33,39,44,567,16,0,0.3,39,-48,-273,-4,-0.1,-10,8,42,4,5,3,60.25,-8,0,39,44,1.6,567,16,2.4,0,-0.2,1,0.4,0.9,0.4,35.5,11.7,6,33,0.3,0.9,0.6,0,0,73.58,9,0,-48,-273,-4,-11,-0.1,-17.1,10,-13.99,3,0,0,58,1,58,1.8,-7,-116,-1,-41,1.8,173,-9,0,1,1,-1,-1,-4,-6,-2,-1,3,3,-3,-4,5,-0.041,14,14,0.01,4,399,25,0.229,1.4,-8,-134,12,-1,5.6,-16,0,-10,15,0.101,-16,-8,0.185,8,7,0.035,1,0,-1,-1,5,3,0,1.9,0.002777778,0.44,6,0,13,326,33,0.1,1,1,22,0,11,-140,-1,0,-0.3,-4,24,466,5,0.9,31,0,-27,-5,4.3,1,-47.48,0,11,0,-140,-1,-1.2,-378,16,122,0.187,-20,-0.033,18,0.03,-2,-4,-0.011,55,-7,0,0,11,-1.3,-140,-1,-0.3,0,-2,-0.1,-0.4,-0.5,-0.5,-8.7,-3.6,-2,-41,11,1,-0.3,-0.4,-0.4,10.41,15,0,24,466,5,0.9,29.1,-67.34,-3,0,-7,-39,0,0.9,-21,-550,-1,-3.4,6,0,2,4,0.094,-4,-9,-0.135,-1,64,-1,1.7,-12,0,-12,-10,-0.026,5,5,0.15,6,6,0.04,5,0,2,35,4.3,1,0.2,1.5,-0.004861111,0.21
4,52,1,-1,-5,3,0,-35,-695,11,-0.8,3,3,-42,57,104,-50,11,0,-1.1,5,-86,-645,-8,-0.7,-48,-13,-208,1,-7.2,-0.3,-90.19,4,0,57,104,-2,-50,11,1,0,-0.3,29,-1.3,-1,-1.7,-3.1,-2.4,-7,-7,-1.1,-0.7,-1.6,2,1,-27.75,21,0,-86,-645,-8,-3,-0.7,-40.4,14,-58.33,4,0,6,44,0,31,-0.5,-14,-441,-1,-52,-2.7,-1227,-17,0,0,0,-4,-4,-6,-5,-1,0,-2,0,-13,-9,6,0.093,0,-2,-0.045,-9,-579,-1,0.037,-0.2,28,1254,2,-1,-0.1,-18,0,33,19,0.026,-7,-6,-0.089,-8,-2,0.052,-17,0,17,-2,-7.2,-0.3,-0.6,-7,-0.0125,-0.24,-7,0,-50,-421,4,-0.5,2,-1,-48,-71,-36,-756,-2,3,-1.1,-40,24,335,-3,0.6,0,17,225,-8,-5.8,-0.5,108.86,0,-36,-71,-756,-2,1.4,-466,-376,136,0.232,7,0.016,43,0.086,16,66,0.118,41,-17,0,-71,-36,-9,-756,-2,-0.1,3,6,0.7,-0.7,-1.1,0.5,-47.2,-13.8,16,123,56,32,-1.1,-1.4,3,112.88,9,0,24,335,-3,0.6,20.9,-9.83,-5,0,9,143,0,2.3,-10,-179,-1,0.8,17,0,1,1,0.007,-8,-9,-0.03,17,869,-1,1.4,-2,0,19,-3,-0.05,6,-1,-0.179,-7,-7,-0.059,23,0,20,5,-5.8,-0.5,-0.6,-5.6,-0.011805556,-0.39
-17,71,2.5,-2.5,14.5,1,0,-17,84,4,0,11,12,-5,-2,-1,164,4,-1,0.2,5,-2,-80,0,-0.1,-8,4,-43,-2,3.5,6,-20.79,-4,0,-2,-1,-0.2,164,4,0.8,-1,-0.2,30,0.4,0.6,0.6,10.3,4.5,7,33,0.2,0.5,1.1,1,2,-32.92,3,0,-2,-80,0,-19,-0.1,-5,16,4.91,28,0,-8,-47,0,6,1.4,-21,-693,-1,-57,-6.8,-785,5,0,0,0,8,8,-5,-4,-6,-6,1,3,-2,1,1,0.078,2,2,0.001,-2,-104,15,0.168,0.2,-5,-277,3,-1,-1.1,-14,0,1,13,0.064,-5,0,0.147,-1,-3,-0.041,4,0,-2,2,3.5,6,0,0.8,0.000694444,0.21,20,0,116,911,47,0.6,-10,-5,52,1,18,346,4,-5,0.6,20,48,565,8,0.9,20,9,160,12,15.2,-5.9,-135.6,0,18,1,346,4,-0.2,-64,294,39,0.064,1,0.002,18,0.029,-19,0,0.002,73,6,0,1,18,-1.9,346,4,0.5,-5,-4,-1,0.2,0.7,0.5,21.7,4.8,-19,-132,-4,-10,0.6,1.1,-3.1,-91.76,22,0,48,565,8,0.9,35.3,-51.83,-28,0,-9,-44,0,1.8,-19,-339,-1,2.1,-6,0,16,13,-0.005,7,3,-0.083,-16,-640,-1,1.4,11,0,2,14,0.064,3,8,0.395,16,10,0.003,-1,0,-1,63,15.2,-5.9,0.5,5.7,0.002083333,0.74
-17,51,-1,1,18,-5,0,40,294,-1,0.3,-3,1,17,-55,-67,-400,9,-4,0.1,2,62,694,6,0.9,13,-8,-116,2,3.5,-1.6,76.6,12,0,-55,-67,-2,-400,9,2.5,-4,-0.6,20,0.3,1,0.8,-25,10,4,40,0.1,0.8,1.2,3,3,24.95,-9,0,62,694,6,32,0.9,43.3,7,45.6,7,0,-8,-104,0,14,-1.1,-5,-344,0,-59,-5.6,-122,-1,0,0,0,-7,-8,-7,-7,0,-3,5,6,-9,-12,2,-0.151,8,8,0.006,-3,-275,7,0.09,-1,1,40,6,0,-0.1,-8,0,-15,6,0.066,-10,-6,0.01,4,13,0.167,5,0,-4,-10,3.5,-1.6,0,2.3,-0.006944444,0.51,14,0,77,1058,84,0.5,-2,-2,62,54,68,573,12,0,0.4,44,37,485,2,0.8,19,17,85,-1,10.1,-1,-109.58,0,68,54,573,12,0,64,212,86,0.116,-21,-0.039,14,0.015,-21,-28,-0.057,43,9,0,54,68,1.4,573,12,1.4,0,3,-0.3,0,0.4,-0.3,35.8,7,-21,-107,-9,-17,0.4,0.8,-3.7,-89.67,17,0,37,485,2,0.8,30.3,-45.58,-7,0,-3,-6,0,0.9,-14,-264,-1,0.9,1,0,0,2,0.087,6,1,-0.106,-19,-685,-1,3.4,13,0,11,25,0.095,12,9,0.148,13,13,0.077,-2,0,-2,84,10.1,-1,0.6,6.6,0.0125,0.65
-6,46,3.5,-3.5,2.5,9,0,-67,-45,-92,0.5,3,7,-38,12,-6,485,9,-4,0.5,21,-115,-530,-10,0,-46,-14,-280,-13,-1.5,1,-28.19,-7,0,12,-6,2.9,485,9,1.7,-4,-0.7,22,1.3,1.9,1.3,30.3,16.4,29,172,0.5,1.2,4.7,-2,-3,1.03,20,0,-115,-530,-10,-14,0,-33.2,13,-22.34,13,0,-11,-154,0,-7,-2.2,-7,-389,-1,-72,-5.7,-715,6,0,0,0,-2,-2,-4,-3,-3,-3,3,3,-6,-5,1,0.006,-5,-6,-0.031,-10,-601,6,0.124,0.3,6,315,7,-1,0.8,-7,0,-4,5,0.034,-10,-7,-0.052,-10,-8,-0.043,8,0,-8,-98,-1.5,1,-0.3,1.4,-0.009722222,-0.02,17,0,102,1354,76,0.8,-16,-4,61,8,-21,238,6,-12,0.7,19,103,1116,8,1.5,51,-10,-77,-9,11.9,-8.9,-167.22,0,-21,8,238,6,-0.4,-322,524,104,0.188,-24,-0.033,10,0.021,-6,-20,-0.018,55,4,0,8,-21,4,238,6,1.2,-12,-28,-2.1,0.7,1.9,0.3,14.9,19.1,-6,-40,-1,-6,0.7,1.8,-0.7,-100.84,30,0,103,1116,8,1.5,69.8,-72.02,-13,0,-4,-49,0,-1,-17,-382,-1,-0.6,-5,0,8,6,-0.02,9,8,-0.02,-13,-547,0,0.5,8,0,-1,10,0.051,7,5,0.095,11,8,0.02,1,0,0,84,11.9,-8.9,0.5,8.1,0.015277778,0.69
9,55,-1,1,-8,5,0,-43,-136,-10,-0.1,1,4,-9,-56,-51,-514,3,-3,-0.4,-6,36,378,1,0.5,4,6,-29,-7,-3.8,0.9,-8.93,13,0,-56,-51,-4.3,-514,3,1.1,-3,-0.4,20,-0.2,0.1,0.4,-32.1,0.7,5,29,-0.4,0.1,1.2,0,-1,-35.74,-8,0,36,378,1,-3,0.5,23.6,15,20.57,8,0,-7,-197,0,-13,-5.3,-7,-316,-1,-58,-3.7,-750,7,0,0,0,-5,-5,-7,-8,1,1,-2,-1,-13,-13,-7,-0.073,3,0,-0.06,-13,-745,-1,0.062,0.8,2,28,-1,-1,-1.2,-11,0,-1,10,0.053,-2,-8,-0.282,-7,4,0.153,7,0,-6,-23,-3.8,0.9,0,0.2,0.003472222,0.02,11,0,57,421,43,0.1,-4,0,23,2,23,96,7,-4,0,11,22,325,0,0.6,22,-2,-65,-10,7.9,-1.6,-74.8,0,23,2,96,7,0.6,-104,114,30,0.042,-1,-0.005,-2,-0.006,-2,-5,-0.014,26,2,0,2,23,-2.3,96,7,1,-4,-4,-0.8,-0.1,0.4,0.2,6,4.3,-2,1,-6,-14,0,0.5,-0.5,-58.09,7,0,22,325,0,0.6,20.3,-32.84,-8,0,2,52,0,1.5,-13,-89,0,5,-7,0,4,4,0.026,0,-3,-0.073,-14,-661,-1,-0.9,4,0,2,4,0.015,13,16,0.386,9,5,-0.008,-3,0,-3,47,7.9,-1.6,0.4,3,0.002083333,0.44
-8,30,3,-3,5,14,0,-79,-747,11,-0.8,7,2,-29,31,62,-398,2,5,-1.5,17,-66,-349,-8,-0.1,-36,-6,-122,-10,-5.5,3.2,-133.49,11,0,31,62,-1.7,-398,2,-0.1,5,0.6,-2,-1.2,-1.5,-1.5,-24.9,-9.4,15,137,-1.5,-1.7,1.8,1,0,-128.74,14,0,-66,-349,-8,18,-0.1,-21.9,12,-10.92,1,0,-6,-122,0,6,-2.5,4,34,0,3,-1.4,-913,-3,0,0,0,-1,-1,-3,-2,-1,0,0,1,-5,-2,2,0.073,-8,-7,0.017,-11,-818,-4,0.014,-1.5,15,708,4,-1,0.5,8,0,8,-7,-0.05,2,1,-0.008,-5,-4,-0.019,-5,0,4,6,-5.5,3.2,-0.2,-5.1,-0.005555556,-0.33,4,0,8,205,28,0,-7,-2,2,-19,-15,-161,4,-5,0,-13,48,366,-5,0.4,10,9,106,5,2.9,-5.4,-14.68,0,-15,-19,-161,4,0.5,-177,-10,23,0.043,-21,-0.031,16,0.031,-5,-10,-0.009,19,-8,0,-19,-15,-1.7,-161,4,0.8,-5,-7,-0.9,-0.1,0.4,0.1,-10,4.4,-5,-27,7,-8,0,0.5,-0.6,-26.28,13,0,48,366,-5,0.4,22.9,11.4,-1,0,2,117,0,4.1,-10,-251,-1,-0.9,4,0,12,10,0.003,-1,-4,-0.075,-1,34,-1,1.2,-6,0,7,-6,-0.043,8,7,0.162,1,-3,-0.068,15,0,11,40,2.9,-5.4,-0.1,-0.8,-0.003472222,0
-20,62,3,-3,17,11,0,-74,-446,-41,-0.2,6,4,-14,3,30,51,3,2,-0.5,19,-92,-497,-3,-0.2,-36,1,-39,3,-5.9,2.4,-73.63,-1,0,3,30,-2.9,51,3,0.3,2,0.2,18,0,-0.1,0.5,3.2,-2.6,21,160,-0.5,-0.5,3,1,1,-48.73,19,0,-92,-497,-3,-8,-0.2,-31.1,5,-24.89,20,0,-14,-95,1,48,2.7,-9,-266,-1,-30,-0.9,-895,2,0,0,0,-6,-6,-6,-5,-4,-5,7,5,-9,-11,6,-0.115,-4,-5,-0.029,-19,-1335,-20,-0.141,-1.9,10,681,7,-1,3.9,-2,0,-5,1,0.015,-6,-6,-0.115,-7,0,0.077,3,0,-2,-55,-5.9,2.4,-0.3,-2.4,-0.011805556,-0.16,22,0,157,1402,76,0.9,-13,-5,86,14,-5,692,14,-8,1.4,50,97,710,11,0.7,33,17,42,3,12.8,-7.2,-207.42,0,-5,14,692,14,0.7,233,412,34,0.066,-24,-0.034,-2,-0.003,-16,-42,-0.058,58,10,0,14,-5,3.1,692,14,2.5,-8,-27,-1.4,1.2,2.3,1.2,43.3,21.9,-16,-66,-25,-10,1.4,2.5,-2.5,-157.92,26,0,97,710,11,0.7,44.4,-56.14,-20,0,-2,-61,0,-2.2,-2,-38,-1,0.1,-2,0,-3,-3,-0.026,21,12,-0.145,-14,-766,2,-3,7,0,-10,5,0.048,4,5,0.182,13,15,0.108,3,0,1,73,12.8,-7.2,0.4,8.2,0.011111111,0.97
14,34,-6,6,-8,-1,0,0,730,45,0.4,3,5,17,-10,-24,359,-6,-2,0.9,-12,80,371,7,0.1,30,-17,-122,-1,-4.7,0.5,22.32,-9,0,-10,-24,0.9,359,-6,-0.8,-2,-0.2,3,0.7,0.6,0.9,22.5,1.9,-11,-101,0.9,0.9,-1.4,-3,-2,33.64,-15,0,80,371,7,-19,0.1,23.2,-1,-22.59,9,0,9,45,0,2,-0.7,-22,-629,-1,-63,-3.8,227,-11,0,0,0,-2,-3,0,-1,0,-2,-1,-1,-2,-6,-4,-0.138,5,2,-0.068,-5,-48,12,0.179,3.1,5,175,-1,1,-0.8,-28,0,21,27,0.088,-11,-9,-0.136,2,2,0.015,-11,0,9,43,-4.7,0.5,0,2.4,0,-0.15,-13,0,-74,-1008,-31,-0.8,4,0,-51,-3,1,-654,-11,4,-1.3,-20,-50,-354,1,-0.3,-13,-17,-279,-18,-10.1,3.1,176.19,0,1,-3,-654,-11,-1.7,-872,-76,28,0.04,-4,-0.008,-4,-0.008,18,10,0.01,-12,-11,0,-3,1,-0.7,-654,-11,-2,4,-3,0.8,-1,-1.7,-1.5,-40.9,-14.5,18,116,14,3,-1.3,-2,2.8,152.18,-12,0,-50,-354,1,-0.3,-22.1,10.72,-9,0,-2,3,1,1.1,-15,-99,0,7.9,10,0,-9,-7,0.017,-8,-5,0.075,21,1199,0,2.9,-7,0,-1,-6,-0.027,-1,-4,-0.162,-7,-2,0.04,3,0,4,-40,-10.1,3.1,-0.4,-6.2,-0.009722222,-0.54
-7,39,-1.5,1.5,8.5,1,0,-22,290,-50,0.5,-1,-1,0,-29,-64,233,-10,0,1,-26,14,57,7,0,17,7,-25,9,1.4,1.2,46.28,-4,0,-29,-64,2.3,233,-10,-1.3,0,0.3,22,1.1,0.7,1.3,14.6,1,0,-29,1,0.7,0.6,-3,-3,23.46,-4,0,14,57,7,-35,0,3.6,-7,19.3,24,0,-5,-73,0,-12,-1.7,-18,-411,-1,-6,0.9,-81,15,0,0,0,3,2,0,0,-2,-2,3,-1,4,-1,1,-0.132,-1,-3,-0.056,-5,-157,29,0.389,1.8,-19,-842,3,0,0.6,-3,0,-10,5,0.044,-1,-2,-0.051,2,-2,-0.055,16,0,-16,-46,1.4,1.2,0.4,4.8,0.013888889,0.06,4,0,32,242,2,0.2,4,7,29,48,38,120,0,-3,-0.2,21,-30,122,6,0.6,10,-10,-148,-2,8,3.5,-35.24,0,38,48,120,0,-1.1,-8,217,22,0.026,6,0.006,6,0.004,-6,6,0,32,6,0,48,38,4,120,0,-0.3,-3,-13,-0.6,-0.3,-0.1,-1.2,7.5,3.5,-6,-35,1,-8,-0.2,0,-1.3,9.54,5,0,-30,122,6,0.6,7.6,-52.88,-23,0,-7,-110,1,-1.6,-34,-692,0,0.2,-16,0,-4,0,0.106,3,0,-0.065,-12,-633,0,-1.7,15,0,-11,18,0.111,-12,-7,0.009,4,7,0.085,-20,0,-18,-2,8,3.5,0.6,4.8,0.008333333,0.49
-4,56,-3,3,7,-7,0,24,593,35,0.4,-4,1,31,6,14,708,1,-5,0.9,25,16,-115,1,-0.5,-7,-5,-41,13,5.9,-1.7,94.85,-17,0,6,14,-0.5,708,1,0.1,-5,-0.8,10,1,1.3,1.5,44.3,7.4,5,-13,0.9,1.3,0.6,-3,-3,118.35,2,0,16,-115,1,-18,-0.5,-7.1,-4,-18.59,30,0,-8,-38,0,-8,1.3,-27,-736,-1,-75,-3.9,-79,-4,0,0,0,2,2,2,1,-1,-1,5,6,8,8,-1,0.012,1,-2,-0.078,6,550,4,0.012,2,-8,-543,-7,0,-3.2,-27,0,16,26,0.093,-2,-2,-0.03,3,0,-0.03,3,0,-1,43,5.9,-1.7,0.3,3.5,0.001388889,0.23,5,0,44,855,14,0.8,3,1,36,75,78,992,6,2,0.8,49,-58,-137,4,0.3,-7,-4,-61,-6,4,3.2,-58.28,0,78,75,992,6,-0.1,389,476,94,0.115,22,0.024,8,0.001,-6,24,0.012,12,20,0,75,78,4,992,6,0.3,2,-20,0.1,0.7,0.7,0.3,62,6.8,-6,-13,4,0,0.8,0.8,-1.6,-61,-9,0,-58,-137,4,0.3,-8.6,-4.77,-30,0,1,-152,0,-6.3,2,174,0,3.1,5,0,-7,-5,0.028,5,7,0.053,-9,-398,0,0.2,-1,0,-15,0,0.029,1,-3,-0.156,3,7,0.096,-6,0,-5,7,4,3.2,0.2,5.8,0.000694444,0.38
7,41,-6.5,6.5,-0.5,-19,0,119,1041,-12,1.1,-10,-1,46,-86,-129,-2,7,-9,1.6,-15,128,1043,14,1,49,-2,6,12,9,-4.8,210.09,1,0,-86,-129,-0.3,-2,7,2.6,-9,-1.2,22,1.5,2.5,2.3,-0.1,19.4,-11,-97,1.6,2.5,-0.6,2,3,153.69,-23,0,128,1043,14,14,1,65.2,-5,56.52,6,0,-2,18,0,8,1.4,-9,-378,0,-62,-4.2,791,2,0,0,0,-6,-7,-4,-5,1,-3,5,5,-4,-10,0,-0.224,16,15,-0.011,8,543,11,0.076,0.5,-14,-668,2,1,-0.6,-16,0,-23,13,0.116,-12,-7,0.018,9,17,0.186,10,0,-8,-16,9,-4.8,0.2,7.4,-0.001388889,0.84,10,0,69,853,56,0.5,5,0,60,73,83,734,8,5,0.4,57,-11,119,7,0.4,9,8,-21,-6,7.2,4.4,-94.9,0,83,73,734,8,-0.5,241,222,63,0.073,0,-0.008,-2,-0.016,-16,-18,-0.048,24,17,0,73,83,3.1,734,8,0.6,5,10,0.6,0.1,0,-0.4,45.8,2.6,-16,-80,-16,-9,0.4,0.3,-3.1,-63.39,4,0,-11,119,7,0.4,7.4,-56.98,-6,0,-5,-123,0,-3.2,-4,-13,0,1.8,-3,0,-12,-8,0.084,7,5,-0.031,-18,-719,0,2.2,19,0,4,31,0.138,4,2,-0.014,12,16,0.145,-17,0,-13,44,7.2,4.4,0.7,7.4,0.015972222,0.65
12,30,-11,11,-1,-18,0,110,721,2,0.7,-5,3,32,-32,-92,103,2,-8,1.2,-19,101,618,18,0.4,54,10,228,-3,6.6,-3,142.02,-3,0,-32,-92,5.4,103,2,1.2,-8,-1.1,-1,1.2,1.8,0.9,6.5,17.6,-7,-83,1.2,1.9,-0.2,-2,0,87.33,-19,0,101,618,18,-31,0.4,38.7,7,47.57,1,0,14,209,0,10,2.6,-17,-384,-1,-29,1,581,-15,0,0,0,-3,-4,0,0,-1,-2,0,-1,-4,-7,-2,-0.117,21,21,0.01,9,710,29,0.259,1.7,-2,-250,-6,0,-2.6,-23,0,3,22,0.101,-12,-6,0.081,13,18,0.157,-2,0,3,-2,6.6,-3,-0.1,3.6,0.004861111,0.64,-9,0,-33,-545,-28,-0.4,8,0,-11,-17,10,-233,0,8,-0.6,-5,-48,-312,0,-0.2,-19,-31,-344,13,-3.3,4.2,50.28,0,10,-17,-233,0,0.6,-46,-159,66,0.104,2,0.002,14,0.023,10,26,0.039,-7,-7,0,-17,10,-4.2,-233,0,-0.1,8,13,1.4,-0.5,-1.1,0,-14.6,-11.6,10,53,25,18,-0.6,-1.2,1.5,43.24,-11,0,-48,-312,0,-0.2,-19.5,-2.43,-1,0,-5,-248,0,-9.5,-19,-457,0,-3.2,14,0,-9,-7,0.017,-5,-4,0.018,3,202,0,1,-3,0,-3,-1,0.001,8,3,-0.058,-3,5,0.133,-4,0,-3,-37,-3.3,4.2,-0.1,-2.7,-0.002777778,-0.08
-4,50,-2.5,2.5,6.5,-3,0,5,301,-52,0.6,-1,2,15,-28,-32,449,1,-3,1,2,-26,-148,5,-0.1,0,7,83,13,-0.4,-0.8,59.86,-12,0,-28,-32,-1.2,449,1,0.4,-3,-0.4,20,1.2,1.4,2,28.1,6.8,6,23,1,1.2,1.2,0,1,80.01,5,0,-26,-148,5,-26,-0.1,-9.2,-7,-13.97,19,0,-8,27,1,42,5.2,-13,-300,-1,-33,0.5,18,5,0,0,0,-5,-5,-3,-3,-3,-5,7,4,-4,-9,4,-0.188,4,2,-0.046,-8,-517,-16,-0.155,-0.4,-5,-27,3,0,3.4,-10,0,-13,8,0.065,-8,-7,-0.107,-2,4,0.096,8,0,-6,-61,-0.4,-0.8,-0.1,2.7,-0.00625,0.17,18,0,149,1197,48,0.9,-6,-3,84,33,10,853,10,-3,1.4,63,49,344,16,0.3,23,8,-64,-2,9.9,-1.8,-192.74,0,10,33,853,10,0.2,410,422,11,0.023,-3,-0.003,-18,-0.034,-11,-32,-0.049,39,18,0,33,10,4.8,853,10,1.7,-3,-20,-0.5,1.3,1.9,1.1,53.3,17.5,-11,-39,-32,-2,1.4,2,-1.9,-131.64,13,0,49,344,16,0.3,21.5,-67.54,-19,0,-4,-178,0,-6.3,8,213,0,1,-6,0,-15,-13,-0.029,22,16,-0.07,-13,-800,3,-4.2,13,0,-17,11,0.091,-4,-2,0.02,12,18,0.176,-12,0,-10,33,9.9,-1.8,0.5,9,0.014583333,0.97
-6,60,-3,3,9,-12,0,58,990,-20,1.1,1,4,48,-53,-98,354,9,-3,1.6,-6,75,636,8,0.7,46,-6,-127,8,0.9,0.5,122.78,-8,0,-53,-98,2.1,354,9,2.6,-3,-0.1,18,1.9,2.4,2.4,22.2,18.5,3,-14,1.6,2.1,1.5,-2,0,103.5,-20,0,75,636,8,-10,0.7,39.8,2,30.92,22,0,-9,-121,0,-19,-3.3,-14,-423,-1,-66,-2.5,401,12,0,0,0,-3,-3,-6,-7,-3,-5,2,0,-10,-15,-2,-0.256,6,1,-0.113,-1,-199,11,0.136,-1.7,-8,-489,-5,2,-2.2,-2,0,-24,3,0.063,-5,-4,-0.042,4,11,0.148,-1,0,1,-30,0.9,0.5,-0.2,5.4,-0.002083333,0.41,15,0,105,773,16,0.7,4,-1,35,8,-6,436,2,5,0.9,18,34,337,8,0.5,32,-12,-138,-15,12,1.8,-89.99,0,-6,8,436,2,0.4,200,16,28,0.055,0,0.003,-9,-0.016,-12,-21,-0.028,42,13,0,8,-6,2.2,436,2,0.4,5,-15,1,0.7,0.3,0.6,27.2,2.1,-12,-108,-18,-9,0.9,0.6,-1.9,-33.54,12,0,34,337,8,0.5,21,-66.99,-22,0,8,27,0,-2.1,-14,-166,1,4.4,-12,0,4,6,0.068,6,5,-0.012,-21,-937,0,0.4,-9,0,-25,-7,0.014,2,4,0.117,5,5,0.039,-13,0,-11,15,12,1.8,0.5,6.4,0.008333333,0.66
